arxiv_id,title,abstract,published_date,updated_date,primary_category,categories,authors,doi,journal_reference,pdf_link
2501.00532v1,"Variability-Aware Machine Learning Model Selection: Feature Modeling,
  Instantiation, and Experimental Case Study","The emergence of machine learning (ML) has led to a transformative shift in
software techniques and guidelines for building software applications that
support data analysis process activities such as data ingestion, modeling, and
deployment. Specifically, this shift is impacting ML model selection, which is
one of the key phases in this process. There have been several advances in
model selection from the standpoint of core ML methods, including basic
probability measures and resampling methods....",2024-12-31,2024-12-31,cs.SE,cs.SE,Cristina Tavares; Nathalia Nascimento; Paulo Alencar; Donald Cowan,,,http://arxiv.org/pdf/2501.00532v1
2501.00528v1,PyMilo: A Python Library for ML I/O,"PyMilo is an open-source Python package that addresses the limitations of
existing Machine Learning (ML) model storage formats by providing a
transparent, reliable, and safe method for exporting and deploying trained
models. Current formats, such as pickle and other binary formats, have
significant problems, such as reliability, safety, and transparency issues. In
contrast, PyMilo serializes ML models in a transparent non-executable format,
enabling straightforward and safe model exchange, while...",2024-12-31,2024-12-31,cs.LG,"cs.LG,cs.AI",AmirHosein Rostami; Sepand Haghighi; Sadra Sabouri; Alireza Zolanvari,,,http://arxiv.org/pdf/2501.00528v1
2501.00527v1,"Exploiting Boundary Loss for the Hierarchical Panoptic Segmentation of
  Plants and Leaves","Precision agriculture leverages data and machine learning so that farmers can
monitor their crops and target interventions precisely. This enables the
precision application of herbicide only to weeds, or the precision application
of fertilizer only to undernourished crops, rather than to the entire field.
The approach promises to maximize yields while minimizing resource use and harm
to the surrounding environment. To this end, we propose a hierarchical panoptic
segmentation method that simultan...",2024-12-31,2024-12-31,cs.CV,"cs.CV,cs.LG",Madeleine Darbyshire; Elizabeth Sklar; Simon Parsons,,,http://arxiv.org/pdf/2501.00527v1
2501.00502v1,"Exploring Physics-Informed Neural Networks for Crop Yield Loss
  Forecasting","In response to climate change, assessing crop productivity under extreme
weather conditions is essential to enhance food security. Crop simulation
models, which align with physical processes, offer explainability but often
perform poorly. Conversely, machine learning (ML) models for crop modeling are
powerful and scalable yet operate as black boxes and lack adherence to crop
growths physical principles. To bridge this gap, we propose a novel method that
combines the strengths of both approaches ...",2024-12-31,2024-12-31,cs.LG,"cs.LG,cs.AI",Miro Miranda; Marcela Charfuelan; Andreas Dengel,,https://www.climatechange.ai/papers/neurips2024/45,http://arxiv.org/pdf/2501.00502v1
2501.00461v1,Efficient support ticket resolution using Knowledge Graphs,"A review of over 160,000 customer cases indicates that about 90% of time is
spent by the product support for solving around 10% of subset of tickets where
a trivial solution may not exist. Many of these challenging cases require the
support of several engineers working together within a ""swarm"", and some also
need to go to development support as bugs. These challenging customer issues
represent a major opportunity for machine learning and knowledge graph that
identifies the ideal engineer / grou...",2024-12-31,2024-12-31,cs.AI,"cs.AI,cs.LG,cs.MA",Sherwin Varghese; James Tian,,,http://arxiv.org/pdf/2501.00461v1
2501.00452v1,"Unrolled Creative Adversarial Network For Generating Novel Musical
  Pieces","Music generation has been established as a prominent topic in artificial
intelligence and machine learning over recent years. In most recent works on
RNN-based neural network methods have been applied for sequence generation. In
contrast, generative adversarial networks (GANs) and their counterparts have
been explored by very few researchersfor music generation.
  In this paper, a classical system was employed alongside a new system to
generate creative music. Both systems were designed based on...",2024-12-31,2024-12-31,cs.SD,"cs.SD,cs.LG,eess.AS",Pratik Nag,,,http://arxiv.org/pdf/2501.00452v1
2501.00389v2,"Momentum-based minimization of the Ginzburg-Landau functional on
  Euclidean spaces and graphs","We study the momentum-based minimization of a diffuse perimeter functional on
Euclidean spaces and on graphs with applications to semi-supervised
classification tasks in machine learning. While the gradient flow in the task
at hand is a parabolic partial differential equation, the momentum method
corresponds to a damped hyperbolic PDE, leading to qualitatively and
quantitatively different trajectories. Using a convex-concave splitting-based
FISTA-type time discretization, we demonstrate empirica...",2024-12-31,2025-06-24,math.AP,"math.AP,cs.NA,math.NA,stat.ML,49Q05, 53E10, 35R02, 53Z50",Oluwatosin Akande; Patrick Dondl; Kanan Gupta; Akwum Onwunta; Stephan Wojtowytsch,,,http://arxiv.org/pdf/2501.00389v2
2501.00380v1,"An efficient unsupervised classification model for galaxy morphology:
  Voting clustering based on coding from ConvNeXt large model","In this work, we update the unsupervised machine learning (UML) step by
proposing an algorithm based on ConvNeXt large model coding to improve the
efficiency of unlabeled galaxy morphology classifications. The method can be
summarized into three key aspects as follows: (1) a convolutional autoencoder
is used for image denoising and reconstruction and the rotational invariance of
the model is improved by polar coordinate extension; (2) utilizing a
pre-trained convolutional neural network (CNN) na...",2024-12-31,2024-12-31,astro-ph.GA,astro-ph.GA,Guanwen Fang; Yao Dai; Zesen Lin; Chichun Zhou; Jie Song; Yizhou Gu; Xiaotong Guo; Anqi Mao; Xu Kong,10.1051/0004-6361/202451734,,http://arxiv.org/pdf/2501.00380v1
2501.08585v1,"A Systematic Review of Machine Learning Methods for Multimodal EEG Data
  in Clinical Application","Machine learning (ML) and deep learning (DL) techniques have been widely
applied to analyze electroencephalography (EEG) signals for disease diagnosis
and brain-computer interfaces (BCI). The integration of multimodal data has
been shown to enhance the accuracy of ML and DL models. Combining EEG with
other modalities can improve clinical decision-making by addressing complex
tasks in clinical populations. This systematic literature review explores the
use of multimodal EEG data in ML and DL mode...",2024-12-31,2024-12-31,eess.SP,"eess.SP,cs.AI,cs.CV,cs.LG",Siqi Zhao; Wangyang Li; Xiru Wang; Stevie Foglia; Hongzhao Tan; Bohan Zhang; Ameer Hamoodi; Aimee Nelson; Zhen Gao,,,http://arxiv.org/pdf/2501.08585v1
2501.00307v1,"Fast and Interpretable Mixed-Integer Linear Program Solving by Learning
  Model Reduction","By exploiting the correlation between the structure and the solution of
Mixed-Integer Linear Programming (MILP), Machine Learning (ML) has become a
promising method for solving large-scale MILP problems. Existing ML-based MILP
solvers mainly focus on end-to-end solution learning, which suffers from the
scalability issue due to the high dimensionality of the solution space. Instead
of directly learning the optimal solution, this paper aims to learn a reduced
and equivalent model of the original M...",2024-12-31,2024-12-31,cs.LG,"cs.LG,cs.AI",Yixuan Li; Can Chen; Jiajun Li; Jiahui Duan; Xiongwei Han; Tao Zhong; Vincent Chau; Weiwei Wu; Wanyuan Wang,,,http://arxiv.org/pdf/2501.00307v1
2501.00298v1,"Enhancing Deployment-Time Predictive Model Robustness for Code Analysis
  and Optimization","Supervised machine learning techniques have shown promising results in code
analysis and optimization problems. However, a learning-based solution can be
brittle because minor changes in hardware or application workloads -- such as
facing a new CPU architecture or code pattern -- may jeopardize decision
accuracy, ultimately undermining model robustness. We introduce Prom, an
open-source library to enhance the robustness and performance of predictive
models against such changes during deployment....",2024-12-31,2024-12-31,cs.SE,"cs.SE,cs.AI",Huanting Wang; Patrick Lenihan; Zheng Wang,,,http://arxiv.org/pdf/2501.00298v1
2501.00288v1,Solving Partial Differential Equations with Random Feature Models,"Machine learning based partial differential equations (PDEs) solvers have
received great attention in recent years. Most progress in this area has been
driven by deep neural networks such as physics-informed neural networks (PINNs)
and kernel method. In this paper, we introduce a random feature based framework
toward efficiently solving PDEs. Random feature method was originally proposed
to approximate large-scale kernel machines and can be viewed as a shallow
neural network as well. We provide ...",2024-12-31,2024-12-31,math.NA,"math.NA,cs.LG,cs.NA",Chunyang Liao,,,http://arxiv.org/pdf/2501.00288v1
2501.00265v1,Outlier-Robust Training of Machine Learning Models,"Robust training of machine learning models in the presence of outliers has
garnered attention across various domains. The use of robust losses is a
popular approach and is known to mitigate the impact of outliers. We bring to
light two literatures that have diverged in their ways of designing robust
losses: one using M-estimation, which is popular in robotics and computer
vision, and another using a risk-minimization framework, which is popular in
deep learning. We first show that a simple modif...",2024-12-31,2024-12-31,cs.LG,"cs.LG,cs.CV",Rajat Talak; Charis Georgiou; Jingnan Shi; Luca Carlone,,,http://arxiv.org/pdf/2501.00265v1
2501.00260v1,Detection and Prevention of Smishing Attacks,"Phishing is an online identity theft technique where attackers steal users
personal information, leading to financial losses for individuals and
organizations. With the increasing adoption of smartphones, which provide
functionalities similar to desktop computers, attackers are targeting mobile
users. Smishing, a phishing attack carried out through Short Messaging Service
(SMS), has become prevalent due to the widespread use of SMS-based services. It
involves deceptive messages designed to extra...",2024-12-31,2024-12-31,cs.CR,"cs.CR,cs.SI",Diksha Goel,,,http://arxiv.org/pdf/2501.00260v1
2501.00216v1,"FedCod: An Efficient Communication Protocol for Cross-Silo Federated
  Learning with Coding","Federated Learning (FL) is an innovative distributed machine learning
paradigm that enables multiple parties to collaboratively train a model without
sharing their raw data, thereby preserving data privacy. Communication
efficiency concerns arise in cross-silo FL, particularly due to the network
heterogeneity and fluctuations associated with geo-distributed silos. Most
existing solutions to these problems focus on algorithmic improvements that
alter the FL algorithm but sacrificing the training ...",2024-12-31,2024-12-31,cs.DC,cs.DC,Peishen Yan; Jun Li; Hao Wang; Tao Song; Yang Hua; Lu Peng; Haihui Zhou; Haibing Guan,,,http://arxiv.org/pdf/2501.00216v1
2501.01453v2,"Geometry Matters: Benchmarking Scientific ML Approaches for Flow
  Prediction around Complex Geometries","Rapid and accurate simulations of fluid dynamics around complicated geometric
bodies are critical in a variety of engineering and scientific applications,
including aerodynamics and biomedical flows. However, while scientific machine
learning (SciML) has shown considerable promise, most studies in this field are
limited to simple geometries, and complex, real-world scenarios are
underexplored. This paper addresses this gap by benchmarking diverse SciML
models, including neural operators and visi...",2024-12-31,2025-03-24,cs.LG,"cs.LG,physics.flu-dyn",Ali Rabeh; Ethan Herron; Aditya Balu; Soumik Sarkar; Chinmay Hegde; Adarsh Krishnamurthy; Baskar Ganapathysubramanian,,,http://arxiv.org/pdf/2501.01453v2
2501.00170v1,"Federated Learning with Workload Reduction through Partial Training of
  Client Models and Entropy-Based Data Selection","With the rapid expansion of edge devices, such as IoT devices, where crucial
data needed for machine learning applications is generated, it becomes
essential to promote their participation in privacy-preserving Federated
Learning (FL) systems. The best way to achieve this desiderate is by reducing
their training workload to match their constrained computational resources.
While prior FL research has address the workload constrains by introducing
lightweight models on the edge, limited attention ...",2024-12-30,2024-12-30,cs.LG,"cs.LG,cs.AI,cs.DC",Hongrui Shi; Valentin Radu; Po Yang,,,http://arxiv.org/pdf/2501.00170v1
2501.00154v1,Probabilistic Explanations for Linear Models,"Formal XAI is an emerging field that focuses on providing explanations with
mathematical guarantees for the decisions made by machine learning models. A
significant amount of work in this area is centered on the computation of
""sufficient reasons"". Given a model $M$ and an input instance $\vec{x}$, a
sufficient reason for the decision $M(\vec{x})$ is a subset $S$ of the features
of $\vec{x}$ such that for any instance $\vec{z}$ that has the same values as
$\vec{x}$ for every feature in $S$, it h...",2024-12-30,2024-12-30,cs.AI,"cs.AI,cs.CC",Bernardo Subercaseaux; Marcelo Arenas; Kuldeep S Meel,,,http://arxiv.org/pdf/2501.00154v1
2501.00138v1,"NiaAutoARM: Automated generation and evaluation of Association Rule
  Mining pipelines","The Numerical Association Rule Mining paradigm that includes concurrent
dealing with numerical and categorical attributes is beneficial for discovering
associations from datasets consisting of both features. The process is not
considered as easy since it incorporates several processing steps running
sequentially that form an entire pipeline, e.g., preprocessing, algorithm
selection, hyper-parameter optimization, and the definition of metrics
evaluating the quality of the association rule. In thi...",2024-12-30,2024-12-30,cs.NE,"cs.NE,cs.AI",Uroš Mlakar; Iztok Fister Jr.; Iztok Fister,,,http://arxiv.org/pdf/2501.00138v1
2501.00119v1,Post Launch Evaluation of Policies in a High-Dimensional Setting,"A/B tests, also known as randomized controlled experiments (RCTs), are the
gold standard for evaluating the impact of new policies, products, or
decisions. However, these tests can be costly in terms of time and resources,
potentially exposing users, customers, or other test subjects (units) to
inferior options. This paper explores practical considerations in applying
methodologies inspired by ""synthetic control"" as an alternative to traditional
A/B testing in settings with very large numbers of...",2024-12-30,2024-12-30,stat.ML,"stat.ML,cs.LG,stat.AP,stat.ME",Shima Nassiri; Mohsen Bayati; Joe Cooprider,,,http://arxiv.org/pdf/2501.00119v1
2501.00089v1,Insights on Galaxy Evolution from Interpretable Sparse Feature Networks,"Galaxy appearances reveal the physics of how they formed and evolved. Machine
learning models can now exploit galaxies' information-rich morphologies to
predict physical properties directly from image cutouts. Learning the
relationship between pixel-level features and galaxy properties is essential
for building a physical understanding of galaxy evolution, but we are still
unable to explicate the details of how deep neural networks represent image
features. To address this lack of interpretabili...",2024-12-30,2024-12-30,astro-ph.GA,"astro-ph.GA,cs.LG",John F. Wu,10.3847/1538-4357/adadec,John F. Wu 2025 ApJ 980 183,http://arxiv.org/pdf/2501.00089v1
2501.00091v2,"Deep learning optimal molecular scintillators for dark matter direct
  detection","Direct searches for sub-GeV dark matter are limited by the intrinsic quantum
properties of the target material. In this proof-of-concept study, we argue
that this problem is particularly well suited for machine learning. We
demonstrate that a simple neural architecture consisting of a variational
autoencoder and a multi-layer perceptron can efficiently generate unique
molecules with desired properties. In specific, the energy threshold and signal
(quantum) efficiency determine the minimum mass a...",2024-12-30,2025-01-08,hep-ph,"hep-ph,cond-mat.mtrl-sci,hep-ex,hep-th,physics.ins-det",Cameron Cook; Carlos Blanco; Juri Smirnov,,,http://arxiv.org/pdf/2501.00091v2
2501.00093v1,"Machine Learning Gravity Compactifications on Negatively Curved
  Manifolds","Constructing the landscape of vacua of higher-dimensional theories of gravity
by directly solving the low-energy (semi-)classical equations of motion is
notoriously difficult. In this work, we investigate the feasibility of Machine
Learning techniques as tools for solving the equations of motion for general
warped gravity compactifications. As a proof-of-concept we use Neural Networks
to solve the Einstein PDEs on non-trivial three manifolds obtained by filling
one or more cusps of hyperbolic ma...",2024-12-30,2024-12-30,hep-th,"hep-th,cs.LG,gr-qc",G. Bruno De Luca,,,http://arxiv.org/pdf/2501.00093v1
2412.21156v1,"Unified dimensionality reduction techniques in chronic liver disease
  detection","Globally, chronic liver disease continues to be a major health concern that
requires precise predictive models for prompt detection and treatment. Using
the Indian Liver Patient Dataset (ILPD) from the University of California at
Irvine's UCI Machine Learning Repository, a number of machine learning
algorithms are investigated in this study. The main focus of our research is
this dataset, which includes the medical records of 583 patients, 416 of whom
have been diagnosed with liver disease and 1...",2024-12-30,2024-12-30,cs.LG,cs.LG,Anand Karna; Naina Khan; Rahul Rauniyar; Prashant Giridhar Shambharkar,,,http://arxiv.org/pdf/2412.21156v1
2412.21149v1,Functional Risk Minimization,"The field of Machine Learning has changed significantly since the 1970s.
However, its most basic principle, Empirical Risk Minimization (ERM), remains
unchanged. We propose Functional Risk Minimization~(FRM), a general framework
where losses compare functions rather than outputs. This results in better
performance in supervised, unsupervised, and RL experiments. In the FRM
paradigm, for each data point $(x_i,y_i)$ there is function $f_{\theta_i}$ that
fits it: $y_i = f_{\theta_i}(x_i)$. This all...",2024-12-30,2024-12-30,cs.LG,cs.LG,Ferran Alet; Clement Gehring; Tomás Lozano-Pérez; Kenji Kawaguchi; Joshua B. Tenenbaum; Leslie Pack Kaelbling,,,http://arxiv.org/pdf/2412.21149v1
2412.21147v2,"Using AI for Efficient Statistical Inference of Lattice Correlators
  Across Mass Parameters","Lattice QCD is notorious for its computational expense. Modern lattice
simulations require large-scale computational resources to handle the large
number of Dirac operator inversions used to construct correlation functions.
Machine learning (ML) techniques that can increase, at the analysis level, the
information inferred from the correlation functions would therefore be
beneficial. We apply supervised learning to infer two-point lattice correlation
functions at different target masses. Our work...",2024-12-30,2025-01-14,hep-lat,hep-lat,Octavio Vega; Andrew Lytle; Jiayu Shen; Aida X. El-Khadra,,,http://arxiv.org/pdf/2412.21147v2
2501.00085v2,Machine Learning-Based Security Policy Analysis,"Security-Enhanced Linux (SELinux) is a robust security mechanism that
enforces mandatory access controls (MAC), but its policy language's complexity
creates challenges for policy analysis and management. This research
investigates the automation of SELinux policy analysis using graph-based
techniques combined with machine learning approaches to detect policy
anomalies. The study addresses two key questions: Can SELinux policy analysis
be automated through graph analysis, and how do different ano...",2024-12-30,2025-01-06,cs.LG,"cs.LG,cs.AI,cs.CR",Krish Jain; Joann Sum; Pranav Kapoor; Amir Eaman,,,http://arxiv.org/pdf/2501.00085v2
2412.21132v1,"DeepF-fNet: a physics-informed neural network for vibration isolation
  optimization","Structural optimization is essential for designing safe, efficient, and
durable components with minimal material usage. Traditional methods for
vibration control often rely on active systems to mitigate unpredictable
vibrations, which may lead to resonance and potential structural failure.
However, these methods face significant challenges when addressing the
nonlinear inverse eigenvalue problems required for optimizing structures
subjected to a wide range of frequencies. As a result, no existin...",2024-12-30,2024-12-30,physics.comp-ph,"physics.comp-ph,cs.LG,eess.SP",A. Tollardo; F. Cadini; M. Giglio; L. Lomazzi,,,http://arxiv.org/pdf/2412.21132v1
2412.21084v1,"On the Generalizability of Machine Learning-based Ransomware Detection
  in Block Storage","Ransomware represents a pervasive threat, traditionally countered at the
operating system, file-system, or network levels. However, these approaches
often introduce significant overhead and remain susceptible to circumvention by
attackers. Recent research activity started looking into the detection of
ransomware by observing block IO operations. However, this approach exhibits
significant detection challenges. Recognizing these limitations, our research
pivots towards enabling robust ransomware ...",2024-12-30,2024-12-30,cs.CR,"cs.CR,cs.LG",Nicolas Reategui; Roman Pletka; Dionysios Diamantopoulos,,,http://arxiv.org/pdf/2412.21084v1
2412.21082v1,Quantum Diffusion Model for Quark and Gluon Jet Generation,"Diffusion models have demonstrated remarkable success in image generation,
but they are computationally intensive and time-consuming to train. In this
paper, we introduce a novel diffusion model that benefits from quantum
computing techniques in order to mitigate computational challenges and enhance
generative performance within high energy physics data. The fully quantum
diffusion model replaces Gaussian noise with random unitary matrices in the
forward process and incorporates a variational qu...",2024-12-30,2024-12-30,quant-ph,"quant-ph,cs.LG,hep-ph",Mariia Baidachna; Rey Guadarrama; Gopal Ramesh Dahale; Tom Magorsch; Isabel Pedraza; Konstantin T. Matchev; Katia Matcheva; Kyoungchul Kong; Sergei Gleyzer,,,http://arxiv.org/pdf/2412.21082v1
2412.21072v1,"Enhanced coarsening of charge density waves induced by electron
  correlation: Machine-learning enabled large-scale dynamical simulations","The phase ordering kinetics of emergent orders in correlated electron systems
is a fundamental topic in non-equilibrium physics, yet it remains largely
unexplored. The intricate interplay between quasiparticles and emergent
order-parameter fields could lead to unusual coarsening dynamics that is beyond
the standard theories. However, accurate treatment of both quasiparticles and
collective degrees of freedom is a multi-scale challenge in dynamical
simulations of correlated electrons. Here we lev...",2024-12-30,2024-12-30,cond-mat.str-el,"cond-mat.str-el,cond-mat.stat-mech,cs.LG",Yang Yang; Chen Cheng; Yunhao Fan; Gia-Wei Chern,,,http://arxiv.org/pdf/2412.21072v1
2412.21061v2,"BridgePure: Limited Protection Leakage Can Break Black-Box Data
  Protection","Availability attacks, or unlearnable examples, are defensive techniques that
allow data owners to modify their datasets in ways that prevent unauthorized
machine learning models from learning effectively while maintaining the data's
intended functionality. It has led to the release of popular black-box tools
(e.g., APIs) for users to upload personal data and receive protected
counterparts. In this work, we show that such black-box protections can be
substantially compromised if a small set of un...",2024-12-30,2025-05-14,cs.LG,cs.LG,Yihan Wang; Yiwei Lu; Xiao-Shan Gao; Gautam Kamath; Yaoliang Yu,,,http://arxiv.org/pdf/2412.21061v2
2412.21046v1,"Mind the truncation gap: challenges of learning on dynamic graphs with
  recurrent architectures","Systems characterized by evolving interactions, prevalent in social,
financial, and biological domains, are effectively modeled as continuous-time
dynamic graphs (CTDGs). To manage the scale and complexity of these graph
datasets, machine learning (ML) approaches have become essential. However,
CTDGs pose challenges for ML because traditional static graph methods do not
naturally account for event timings. Newer approaches, such as graph recurrent
neural networks (GRNNs), are inherently time-awa...",2024-12-30,2024-12-30,cs.LG,cs.LG,João Bravo; Jacopo Bono; Pedro Saleiro; Hugo Ferreira; Pedro Bizarro,,,http://arxiv.org/pdf/2412.21046v1
2412.21035v1,"Machine Learning Optimal Ordering in Global Routing Problems in
  Semiconductors","In this work, we propose a new method for ordering nets during the process of
layer assignment in global routing problems. The global routing problems that
we focus on in this work are based on routing problems that occur in the design
of substrates in multilayered semiconductor packages. The proposed new method
is based on machine learning techniques and we show that the proposed method
supersedes conventional net ordering techniques based on heuristic score
functions. We perform global routing...",2024-12-30,2024-12-30,cs.LG,"cs.LG,cs.DM",Heejin Choi; Minji Lee; Chang Hyeong Lee; Jaeho Yang; Rak-Kyeong Seong,10.1038/s41598-024-82226-9,"Scientific Reports 14, 31077 (2024)",http://arxiv.org/pdf/2412.21035v1
2412.21022v1,"Text Classification: Neural Networks VS Machine Learning Models VS
  Pre-trained Models","Text classification is a very common task nowadays and there are many
efficient methods and algorithms that we can employ to accomplish it.
Transformers have revolutionized the field of deep learning, particularly in
Natural Language Processing (NLP) and have rapidly expanded to other domains
such as computer vision, time-series analysis and more. The transformer model
was firstly introduced in the context of machine translation and its
architecture relies on self-attention mechanisms to capture...",2024-12-30,2024-12-30,cs.LG,cs.LG,Christos Petridis,,,http://arxiv.org/pdf/2412.21022v1
2412.20946v2,"Generalising Battery Control in Net-Zero Buildings via Personalised
  Federated RL","This work studies the challenge of optimal energy management in
building-based microgrids through a collaborative and privacy-preserving
framework. We evaluated two common RL algorithms (PPO and TRPO) in different
collaborative setups to manage distributed energy resources (DERs) efficiently.
Using a customized version of the CityLearn environment and synthetically
generated data, we simulate and design net-zero energy scenarios for microgrids
composed of multiple buildings. Our approach emphasi...",2024-12-30,2025-07-15,cs.LG,cs.LG,Nicolas M Cuadrado Avila; Samuel Horváth; Martin Takáč,,,http://arxiv.org/pdf/2412.20946v2
