arxiv_id,title,abstract,published_date,updated_date,primary_category,categories,authors,doi,journal_reference,pdf_link
2507.12900v1,Learning to Reject Low-Quality Explanations via User Feedback,"Machine Learning predictors are increasingly being employed in high-stakes
applications such as credit scoring. Explanations help users unpack the reasons
behind their predictions, but are not always ""high quality''. That is,
end-users may have difficulty interpreting or believing them, which can
complicate trust assessment and downstream decision-making. We argue that
classifiers should have the option to refuse handling inputs whose predictions
cannot be explained properly and introduce a fram...",2025-07-17,2025-07-17,cs.LG,cs.LG,Luca Stradiotti; Dario Pesenti; Stefano Teso; Jesse Davis,,,http://arxiv.org/pdf/2507.12900v1
2507.12878v1,"Bayesian Modeling and Estimation of Linear Time-Variant Systems using
  Neural Networks and Gaussian Processes","The identification of Linear Time-Variant (LTV) systems from input-output
data is a fundamental yet challenging ill-posed inverse problem. This work
introduces a unified Bayesian framework that models the system's impulse
response, $h(t, \tau)$, as a stochastic process. We decompose the response into
a posterior mean and a random fluctuation term, a formulation that provides a
principled approach for quantifying uncertainty and naturally defines a new,
useful system class we term Linear Time-Inv...",2025-07-17,2025-07-17,stat.ML,"stat.ML,cs.LG",Yaniv Shulman,,,http://arxiv.org/pdf/2507.12878v1
2507.12787v1,"Multi-Channel Graph Neural Network for Financial Risk Prediction of NEEQ
  Enterprises","With the continuous evolution of China's multi-level capital market, the
National Equities Exchange and Quotations (NEEQ), also known as the ""New Third
Board,"" has become a critical financing platform for small and medium-sized
enterprises (SMEs). However, due to their limited scale and financial
resilience, many NEEQ-listed companies face elevated risks of financial
distress. To address this issue, we propose a multi-channel deep learning
framework that integrates structured financial indicator...",2025-07-17,2025-07-17,cs.LG,cs.LG,Jianyu Zhu,,,http://arxiv.org/pdf/2507.12787v1
2507.12784v1,"A Semi-Supervised Learning Method for the Identification of Bad
  Exposures in Large Imaging Surveys","As the data volume of astronomical imaging surveys rapidly increases,
traditional methods for image anomaly detection, such as visual inspection by
human experts, are becoming impractical. We introduce a machine-learning-based
approach to detect poor-quality exposures in large imaging surveys, with a
focus on the DECam Legacy Survey (DECaLS) in regions of low extinction (i.e.,
$E(B-V)<0.04$). Our semi-supervised pipeline integrates a vision transformer
(ViT), trained via self-supervised learning...",2025-07-17,2025-07-17,astro-ph.IM,"astro-ph.IM,cs.AI",Yufeng Luo; Adam D. Myers; Alex Drlica-Wagner; Dario Dematties; Salma Borchani; Frank Valdes; Arjun Dey; David Schlegel; Rongpu Zhou; DESI Legacy Imaging Surveys Team,,,http://arxiv.org/pdf/2507.12784v1
2507.12709v1,From SGD to Spectra: A Theory of Neural Network Weight Dynamics,"Deep neural networks have revolutionized machine learning, yet their training
dynamics remain theoretically unclear-we develop a continuous-time,
matrix-valued stochastic differential equation (SDE) framework that rigorously
connects the microscopic dynamics of SGD to the macroscopic evolution of
singular-value spectra in weight matrices. We derive exact SDEs showing that
squared singular values follow Dyson Brownian motion with eigenvalue repulsion,
and characterize stationary distributions as ...",2025-07-17,2025-07-17,cs.LG,cs.LG,Brian Richard Olsen; Sam Fatehmanesh; Frank Xiao; Adarsh Kumarappan; Anirudh Gajula,,,http://arxiv.org/pdf/2507.12709v1
2507.12701v1,"Task-Specific Audio Coding for Machines: Machine-Learned Latent Features
  Are Codes for That Machine","Neural audio codecs, leveraging quantization algorithms, have significantly
impacted various speech/audio tasks. While high-fidelity reconstruction is
paramount for human perception, audio coding for machines (ACoM) prioritizes
efficient compression and downstream task performance, disregarding perceptual
nuances. This work introduces an efficient ACoM method that can compress and
quantize any chosen intermediate feature representation of an already trained
speech/audio downstream model. Our app...",2025-07-17,2025-07-17,cs.SD,"cs.SD,cs.AI,eess.AS",Anastasia Kuznetsova; Inseon Jang; Wootaek Lim; Minje Kim,,,http://arxiv.org/pdf/2507.12701v1
2507.12574v1,Assay2Mol: large language model-based drug design using BioAssay context,"Scientific databases aggregate vast amounts of quantitative data alongside
descriptive text. In biochemistry, molecule screening assays evaluate the
functional responses of candidate molecules against disease targets.
Unstructured text that describes the biological mechanisms through which these
targets operate, experimental screening protocols, and other attributes of
assays offer rich information for new drug discovery campaigns but has been
untapped because of that unstructured format. We pre...",2025-07-16,2025-07-16,cs.LG,"cs.LG,cs.AI,q-bio.QM",Yifan Deng; Spencer S. Ericksen; Anthony Gitter,,,http://arxiv.org/pdf/2507.12574v1
2507.12549v1,The Serial Scaling Hypothesis,"While machine learning has advanced through massive parallelization, we
identify a critical blind spot: some problems are fundamentally sequential.
These ""inherently serial"" problems-from mathematical reasoning to physical
simulations to sequential decision-making-require dependent computational steps
that cannot be parallelized. Drawing from complexity theory, we formalize this
distinction and demonstrate that current parallel-centric architectures face
fundamental limitations on such tasks. We...",2025-07-16,2025-07-16,cs.LG,"cs.LG,cs.CC,stat.ML,68Q15, 68Q10, 68T07,F.1.1; F.1.3; I.2.6",Yuxi Liu; Konpat Preechakul; Kananart Kuwaranancharoen; Yutong Bai,,,http://arxiv.org/pdf/2507.12549v1
2507.12453v1,Cost-aware Stopping for Bayesian Optimization,"In automated machine learning, scientific discovery, and other applications
of Bayesian optimization, deciding when to stop evaluating expensive black-box
functions is an important practical consideration. While several adaptive
stopping rules have been proposed, in the cost-aware setting they lack
guarantees ensuring they stop before incurring excessive function evaluation
costs. We propose a cost-aware stopping rule for Bayesian optimization that
adapts to varying evaluation costs and is free ...",2025-07-16,2025-07-16,cs.LG,cs.LG,Qian Xie; Linda Cai; Alexander Terenin; Peter I. Frazier; Ziv Scully,,,http://arxiv.org/pdf/2507.12453v1
2507.12435v1,"Targeted Deep Architectures: A TMLE-Based Framework for Robust Causal
  Inference in Neural Networks","Modern deep neural networks are powerful predictive tools yet often lack
valid inference for causal parameters, such as treatment effects or entire
survival curves. While frameworks like Double Machine Learning (DML) and
Targeted Maximum Likelihood Estimation (TMLE) can debias machine-learning fits,
existing neural implementations either rely on ""targeted losses"" that do not
guarantee solving the efficient influence function equation or computationally
expensive post-hoc ""fluctuations"" for multi...",2025-07-16,2025-07-16,cs.LG,cs.LG,Yi Li; David Mccoy; Nolan Gunter; Kaitlyn Lee; Alejandro Schuler; Mark van der Laan,,,http://arxiv.org/pdf/2507.12435v1
2507.12384v1,"Trustworthy Tree-based Machine Learning by $MoS_2$ Flash-based Analog
  CAM with Inherent Soft Boundaries","The rapid advancement of artificial intelligence has raised concerns
regarding its trustworthiness, especially in terms of interpretability and
robustness. Tree-based models like Random Forest and XGBoost excel in
interpretability and accuracy for tabular data, but scaling them remains
computationally expensive due to poor data locality and high data dependence.
Previous efforts to accelerate these models with analog content addressable
memory (CAM) have struggled, due to the fact that the diffi...",2025-07-16,2025-07-16,cs.LG,"cs.LG,cs.ET",Bo Wen; Guoyun Gao; Zhicheng Xu; Ruibin Mao; Xiaojuan Qi; X. Sharon Hu; Xunzhao Yin; Can Li,,,http://arxiv.org/pdf/2507.12384v1
2507.12262v1,"A Framework for Nonstationary Gaussian Processes with Neural Network
  Parameters","Gaussian processes have become a popular tool for nonparametric regression
because of their flexibility and uncertainty quantification. However, they
often use stationary kernels, which limit the expressiveness of the model and
may be unsuitable for many datasets. We propose a framework that uses
nonstationary kernels whose parameters vary across the feature space, modeling
these parameters as the output of a neural network that takes the features as
input. The neural network and Gaussian proces...",2025-07-16,2025-07-16,cs.LG,"cs.LG,cs.AI,stat.ME,stat.ML",Zachary James; Joseph Guinness,,,http://arxiv.org/pdf/2507.12262v1
2507.12233v1,Universal Fourier Neural Operators for Micromechanics,"\noindent Solving cell problems in homogenization is hard, and available
deep-learning frameworks fail to match the speed and generality of traditional
computational frameworks. More to the point, it is generally unclear what to
expect of machine-learning approaches, let alone single out which approaches
are promising. In the work at hand, we advocate Fourier Neural Operators (FNOs)
for micromechanics, empowering them by insights from computational
micromechanics methods based on the fast Fourie...",2025-07-16,2025-07-16,cs.CE,"cs.CE,cs.LG",Binh Huy Nguyen; Matti Schneider,,,http://arxiv.org/pdf/2507.12233v1
2507.12218v2,"Physics-Informed Linear Model (PILM): Analytical Representations and
  Application to Crustal Strain Rate Estimation","Many physical systems are described by partial differential equations (PDEs),
and solving these equations and estimating their coefficients or boundary
conditions (BCs) from observational data play a crucial role in understanding
the associated phenomena. Recently, a machine learning approach known as
physics-informed neural network, which solves PDEs using neural networks by
minimizing the sum of residuals from the PDEs, BCs, and data, has gained
significant attention in the scientific communit...",2025-07-16,2025-07-17,cs.LG,"cs.LG,physics.geo-ph",Tomohisa Okazaki,,,http://arxiv.org/pdf/2507.12218v2
2507.12195v1,"Revealing the Ancient Beauty: Digital Reconstruction of Temple Tiles
  using Computer Vision","Modern digitised approaches have dramatically changed the preservation and
restoration of cultural treasures, integrating computer scientists into
multidisciplinary projects with ease. Machine learning, deep learning, and
computer vision techniques have revolutionised developing sectors like 3D
reconstruction, picture inpainting,IoT-based methods, genetic algorithms, and
image processing with the integration of computer scientists into
multidisciplinary initiatives. We suggest three cutting-edge...",2025-07-16,2025-07-16,cs.CV,"cs.CV,cs.AI",Arkaprabha Basu,,,http://arxiv.org/pdf/2507.12195v1
2507.12192v1,Explainable Evidential Clustering,"Unsupervised classification is a fundamental machine learning problem.
Real-world data often contain imperfections, characterized by uncertainty and
imprecision, which are not well handled by traditional methods. Evidential
clustering, based on Dempster-Shafer theory, addresses these challenges. This
paper explores the underexplored problem of explaining evidential clustering
results, which is crucial for high-stakes domains such as healthcare. Our
analysis shows that, in the general case, repre...",2025-07-16,2025-07-16,cs.LG,cs.LG,Victor F. Lopes de Souza; Karima Bakhti; Sofiane Ramdani; Denis Mottet; Abdelhak Imoussaten,,,http://arxiv.org/pdf/2507.12192v1
2507.12144v1,"FourCastNet 3: A geometric approach to probabilistic machine-learning
  weather forecasting at scale","FourCastNet 3 advances global weather modeling by implementing a scalable,
geometric machine learning (ML) approach to probabilistic ensemble forecasting.
The approach is designed to respect spherical geometry and to accurately model
the spatially correlated probabilistic nature of the problem, resulting in
stable spectra and realistic dynamics across multiple scales. FourCastNet 3
delivers forecasting accuracy that surpasses leading conventional ensemble
models and rivals the best diffusion-bas...",2025-07-16,2025-07-16,cs.LG,"cs.LG,physics.ao-ph,86-10, 68T07,I.2.1; I.6.5; G.3",Boris Bonev; Thorsten Kurth; Ankur Mahesh; Mauro Bisson; Jean Kossaifi; Karthik Kashinath; Anima Anandkumar; William D. Collins; Michael S. Pritchard; Alexander Keller,,,http://arxiv.org/pdf/2507.12144v1
2507.12127v1,"Self-Adaptive and Robust Federated Spectrum Sensing without Benign
  Majority for Cellular Networks","Advancements in wireless and mobile technologies, including 5G advanced and
the envisioned 6G, are driving exponential growth in wireless devices. However,
this rapid expansion exacerbates spectrum scarcity, posing a critical
challenge. Dynamic spectrum allocation (DSA)--which relies on sensing and
dynamically sharing spectrum--has emerged as an essential solution to address
this issue. While machine learning (ML) models hold significant potential for
improving spectrum sensing, their adoption i...",2025-07-16,2025-07-16,cs.LG,cs.LG,Ngoc Duy Pham; Thusitha Dayaratne; Viet Vo; Shangqi Lai; Sharif Abuadbba; Hajime Suzuki; Xingliang Yuan; Carsten Rudolph,,,http://arxiv.org/pdf/2507.12127v1
2507.12117v1,Quantum Machine Learning in Multi-Qubit Phase-Space Part I: Foundations,"Quantum machine learning (QML) seeks to exploit the intrinsic properties of
quantum mechanical systems, including superposition, coherence, and quantum
entanglement for classical data processing. However, due to the exponential
growth of the Hilbert space, QML faces practical limits in classical
simulations with the state-vector representation of quantum system. On the
other hand, phase-space methods offer an alternative by encoding quantum states
as quasi-probability functions. Building on prio...",2025-07-16,2025-07-16,quant-ph,"quant-ph,cs.AI,math-ph,math.MP",Timothy Heightman; Edward Jiang; Ruth Mora-Soto; Maciej Lewenstein; Marcin Płodzień,,,http://arxiv.org/pdf/2507.12117v1
2507.12053v1,"FloGAN: Scenario-Based Urban Mobility Flow Generation via Conditional
  GANs and Dynamic Region Decoupling","The mobility patterns of people in cities evolve alongside changes in land
use and population. This makes it crucial for urban planners to simulate and
analyze human mobility patterns for purposes such as transportation
optimization and sustainable urban development. Existing generative models
borrowed from machine learning rely heavily on historical trajectories and
often overlook evolving factors like changes in population density and land
use. Mechanistic approaches incorporate population den...",2025-07-16,2025-07-16,cs.LG,cs.LG,Seanglidet Yean; Jiazu Zhou; Bu-Sung Lee; Markus Schläpfer,,,http://arxiv.org/pdf/2507.12053v1
2507.12012v1,"Identifying Signatures of Image Phenotypes to Track Treatment Response
  in Liver Disease","Quantifiable image patterns associated with disease progression and treatment
response are critical tools for guiding individual treatment, and for
developing novel therapies. Here, we show that unsupervised machine learning
can identify a pattern vocabulary of liver tissue in magnetic resonance images
that quantifies treatment response in diffuse liver disease. Deep clustering
networks simultaneously encode and cluster patches of medical images into a
low-dimensional latent space to establish a...",2025-07-16,2025-07-16,eess.IV,"eess.IV,cs.AI,cs.CV",Matthias Perkonigg; Nina Bastati; Ahmed Ba-Ssalamah; Peter Mesenbrink; Alexander Goehler; Miljen Martic; Xiaofei Zhou; Michael Trauner; Georg Langs,,,http://arxiv.org/pdf/2507.12012v1
2507.12002v1,"Detecting In-Person Conversations in Noisy Real-World Environments with
  Smartwatch Audio and Motion Sensing","Social interactions play a crucial role in shaping human behavior,
relationships, and societies. It encompasses various forms of communication,
such as verbal conversation, non-verbal gestures, facial expressions, and body
language. In this work, we develop a novel computational approach to detect a
foundational aspect of human social interactions, in-person verbal
conversations, by leveraging audio and inertial data captured with a commodity
smartwatch in acoustically-challenging scenarios. To ...",2025-07-16,2025-07-16,cs.LG,"cs.LG,I.2.0; J.4",Alice Zhang; Callihan Bertley; Dawei Liang; Edison Thomaz,,,http://arxiv.org/pdf/2507.12002v1
2507.11960v1,"d-DQIVAR: Data-centric Visual Analytics and Reasoning for Data Quality
  Improvement","Approaches to enhancing data quality (DQ) are classified into two main
categories: data- and process-driven. However, prior research has predominantly
utilized batch data preprocessing within the data-driven framework, which often
proves insufficient for optimizing machine learning (ML) model performance and
frequently leads to distortions in data characteristics. Existing studies have
primarily focused on data preprocessing rather than genuine data quality
improvement (DQI). In this paper, we i...",2025-07-16,2025-07-16,cs.HC,"cs.HC,cs.LG",Hyein Hong; Sangbong Yoo; SeokHwan Choi; Jisue Kim; Seongbum Seo; Haneol Cho; Chansoo Kim; Yun Jang,,,http://arxiv.org/pdf/2507.11960v1
2507.11950v1,RNAMunin: A Deep Machine Learning Model for Non-coding RNA Discovery,"Functional annotation of microbial genomes is often biased toward
protein-coding genes, leaving a vast, unexplored landscape of non-coding RNAs
(ncRNAs) that are critical for regulating bacterial and archaeal physiology,
stress response and metabolism. Identifying ncRNAs directly from genomic
sequence is a paramount challenge in bioinformatics and biology, essential for
understanding the complete regulatory potential of an organism. This paper
presents RNAMunin, a machine learning (ML) model tha...",2025-07-16,2025-07-16,q-bio.GN,"q-bio.GN,cs.LG",Lauren Lui; Torben Nielsen,,,http://arxiv.org/pdf/2507.11950v1
2507.11928v1,"Accelerating RF Power Amplifier Design via Intelligent Sampling and
  ML-Based Parameter Tuning","This paper presents a machine learning-accelerated optimization framework for
RF power amplifier design that reduces simulation requirements by 65% while
maintaining $\pm0.3$ to $\pm0.4$ dBm accuracy. The proposed method combines
MaxMin Latin Hypercube Sampling with CatBoost gradient boosting to
intelligently explore multidimensional parameter spaces. Instead of
exhaustively simulating all parameter combinations to achieve target P2dB
compression specifications, our approach strategically select...",2025-07-16,2025-07-16,cs.LG,cs.LG,Abhishek Sriram; Neal Tuffy,,,http://arxiv.org/pdf/2507.11928v1
2507.11926v1,"From Generative to Episodic: Sample-Efficient Replicable Reinforcement
  Learning","The epidemic failure of replicability across empirical science and machine
learning has recently motivated the formal study of replicable learning
algorithms [Impagliazzo et al. (2022)]. In batch settings where data comes from
a fixed i.i.d. source (e.g., hypothesis testing, supervised learning), the
design of data-efficient replicable algorithms is now more or less understood.
In contrast, there remain significant gaps in our knowledge for control
settings like reinforcement learning where an a...",2025-07-16,2025-07-16,cs.LG,cs.LG,Max Hopkins; Sihan Liu; Christopher Ye; Yuichi Yoshida,,,http://arxiv.org/pdf/2507.11926v1
2507.11895v1,"Newfluence: Boosting Model interpretability and Understanding in High
  Dimensions","The increasing complexity of machine learning (ML) and artificial
intelligence (AI) models has created a pressing need for tools that help
scientists, engineers, and policymakers interpret and refine model decisions
and predictions. Influence functions, originating from robust statistics, have
emerged as a popular approach for this purpose.
  However, the heuristic foundations of influence functions rely on
low-dimensional assumptions where the number of parameters $p$ is much smaller
than the n...",2025-07-16,2025-07-16,stat.ML,"stat.ML,cs.LG,stat.ME",Haolin Zou; Arnab Auddy; Yongchan Kwon; Kamiar Rahnama Rad; Arian Maleki,,,http://arxiv.org/pdf/2507.11895v1
2507.11842v1,"CosmoFlow: Scale-Aware Representation Learning for Cosmology with Flow
  Matching","Generative machine learning models have been demonstrated to be able to learn
low dimensional representations of data that preserve information required for
downstream tasks. In this work, we demonstrate that flow matching based
generative models can learn compact, semantically rich latent representations
of field level cold dark matter (CDM) simulation data without supervision. Our
model, CosmoFlow, learns representations 32x smaller than the raw field data,
usable for field level reconstructio...",2025-07-16,2025-07-16,astro-ph.CO,"astro-ph.CO,cs.LG",Sidharth Kannan; Tian Qiu; Carolina Cuesta-Lazaro; Haewon Jeong,,,http://arxiv.org/pdf/2507.11842v1
2507.11806v1,"MOFSimBench: Evaluating Universal Machine Learning Interatomic
  Potentials In Metal--Organic Framework Molecular Modeling","Universal machine learning interatomic potentials (uMLIPs) have emerged as
powerful tools for accelerating atomistic simulations, offering scalable and
efficient modeling with accuracy close to quantum calculations. However, their
reliability and effectiveness in practical, real-world applications remain an
open question. Metal-organic frameworks (MOFs) and related nanoporous materials
are highly porous crystals with critical relevance in carbon capture, energy
storage, and catalysis application...",2025-07-16,2025-07-16,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,cs.LG,physics.comp-ph",Hendrik Kraß; Ju Huang; Seyed Mohamad Moosavi,,,http://arxiv.org/pdf/2507.11806v1
2507.11759v1,Torsional-GFN: a conditional conformation generator for small molecules,"Generating stable molecular conformations is crucial in several drug
discovery applications, such as estimating the binding affinity of a molecule
to a target. Recently, generative machine learning methods have emerged as a
promising, more efficient method than molecular dynamics for sampling of
conformations from the Boltzmann distribution. In this paper, we introduce
Torsional-GFN, a conditional GFlowNet specifically designed to sample
conformations of molecules proportionally to their Boltzma...",2025-07-15,2025-07-15,cs.LG,cs.LG,Alexandra Volokhova; Léna Néhale Ezzine; Piotr Gaiński; Luca Scimeca; Emmanuel Bengio; Prudencio Tossou; Yoshua Bengio; Alex Hernandez-Garcia,,,http://arxiv.org/pdf/2507.11759v1
2507.11757v1,"A Graph-in-Graph Learning Framework for Drug-Target Interaction
  Prediction","Accurately predicting drug-target interactions (DTIs) is pivotal for
advancing drug discovery and target validation techniques. While machine
learning approaches including those that are based on Graph Neural Networks
(GNN) have achieved notable success in DTI prediction, many of them have
difficulties in effectively integrating the diverse features of drugs, targets
and their interactions. To address this limitation, we introduce a novel
framework to take advantage of the power of both transduc...",2025-07-15,2025-07-15,cs.LG,"cs.LG,q-bio.QM",Yuehua Song; Yong Gao,,,http://arxiv.org/pdf/2507.11757v1
2507.11742v1,"CRABS: A syntactic-semantic pincer strategy for bounding LLM
  interpretation of Python notebooks","Recognizing the information flows and operations comprising data science and
machine learning Python notebooks is critical for evaluating, reusing, and
adapting notebooks for new tasks. Investigating a notebook via re-execution
often is impractical due to the challenges of resolving data and software
dependencies. While Large Language Models (LLMs) pre-trained on large codebases
have demonstrated effectiveness in understanding code without running it, we
observe that they fail to understand some...",2025-07-15,2025-07-15,cs.CL,"cs.CL,cs.AI",Meng Li; Timothy M. McPhillips; Dingmin Wang; Shin-Rong Tsai; Bertram Ludäscher,,,http://arxiv.org/pdf/2507.11742v1
2507.11692v1,Galaxy image simplification using Generative AI,"Modern digital sky surveys have been acquiring images of billions of
galaxies. While these images often provide sufficient details to analyze the
shape of the galaxies, accurate analysis of such high volumes of images
requires effective automation. Current solutions often rely on machine learning
annotation of the galaxy images based on a set of pre-defined classes. Here we
introduce a new approach to galaxy image analysis that is based on generative
AI. The method simplifies the galaxy images a...",2025-07-15,2025-07-15,astro-ph.GA,"astro-ph.GA,astro-ph.IM,cs.AI,cs.LG",Sai Teja Erukude; Lior Shamir,,,http://arxiv.org/pdf/2507.11692v1
2507.11690v1,"The Impact of Coreset Selection on Spurious Correlations and Group
  Robustness","Coreset selection methods have shown promise in reducing the training data
size while maintaining model performance for data-efficient machine learning.
However, as many datasets suffer from biases that cause models to learn
spurious correlations instead of causal features, it is important to understand
whether and how dataset reduction methods may perpetuate, amplify, or mitigate
these biases. In this work, we conduct the first comprehensive analysis of the
implications of data selection on the...",2025-07-15,2025-07-15,cs.LG,"cs.LG,cs.CV",Amaya Dharmasiri; William Yang; Polina Kirichenko; Lydia Liu; Olga Russakovsky,,,http://arxiv.org/pdf/2507.11690v1
2507.11597v1,"AI, Humans, and Data Science: Optimizing Roles Across Workflows and the
  Workforce","AI is transforming research. It is being leveraged to construct surveys,
synthesize data, conduct analysis, and write summaries of the results. While
the promise is to create efficiencies and increase quality, the reality is not
always as clear cut. Leveraging our framework of Truth, Beauty, and Justice
(TBJ) which we use to evaluate AI, machine learning and computational models
for effective and ethical use (Taber and Timpone 1997; Timpone and Yang 2024),
we consider the potential and limitatio...",2025-07-15,2025-07-15,cs.CY,"cs.CY,cs.AI,cs.HC",Richard Timpone; Yongwei Yang,,,http://arxiv.org/pdf/2507.11597v1
